service_code,prefix_type,hierarchy_idx,global_idx,description
7.2.18.,5,86,7170,""7.2.18. Цветное доплеровское картирование   сосудов шеи
7.2.19.,5,86,7171,""7.2.19. Цветное доплеровское картирование  сосудов внутренних органов(печень
7.2.2.,5,86,7172,7.2.2. УЛЬТРАЗВУКОВОЕ ИССЛЕДОВАНИЕ МОЧЕПОЛОВОЙ СИСТЕМ
7.2.2.1.,5,86,7173,7.2.2.1. Почки+надпочечники (с одной стороны)
7.2.2.2.,5,86,7174,7.2.2.2. МОЧЕВОЙ ПУЗЫРЬ С ОПРЕДЕЛЕНИЕ ОСТАТОЧНОЙ МОЧИ
7.2.2.2.1.,5,86,7175,7.2.2.2.1. Мочевой пузырь
7.2.2.2.2.,5,86,7176,7.2.2.2.2. Определение остаточной мочи под контролем УЗИ
7.2.2.3.,5,86,7177,7.2.2.3. ПРЕДСТАТЕЛЬНАЯ ЖЕЛЕЗА+ЯИЧКИ
7.2.2.3.1.,5,86,7178,7.2.2.3.1. Предстательная железа
7.2.2.3.2.,5,86,7179,7.2.2.3.2. Яички
7.2.2.4.,5,86,7180,7.2.2.4. Исследование трансуретральным дат- чик
7.2.2.5.,5,86,7181,7.2.2.5. Исследование ректальным датчиком
7.2.20.,5,86,7182,7.2.20. Цветное доплеровское картирование
7.2.21.,5,86,7183,7.2.21. Ультразвуковое исследование глазного яблока(1 глаз)
7.2.22.,5,86,7184,7.2.22. Цветное допплеровское картирование  пуповины плода
7.2.23.,5,86,7185,7.2.23. Ультразвуковая денситометрия костей и суставов
7.2.24.,5,86,7186,7.2.24. Ультразвуковая биомикроскопия глаза (2 глаза)
7.2.25.,5,86,7187,7.2.25. Цифровое картирование кожи
7.2.3.,5,86,7188,7.2.3. УЛЬТРАЗВУКОВОЕ ИССЛЕДОВАНИЕ ЖЕНСКИХ  ПОЛОВЫХ ОРГАНОВ
7.2.3.1.,5,86,7189,7.2.3.1. При гинекологических заболеваниях
7.2.5.,5,86,7190,7.2.5. УЛЬТРАЗВУКОВОЕ ИССЛЕДОВАНИЕ ОРГАНОВ  НОВОРОЖДЕННОГО:
7.2.5.1.,5,86,7191,7.2.5.1. Головного мозга
7.2.5.2.,5,86,7192,7.2.5.2. Внутренних органов
7.2.6.,5,86,7193,7.2.6. УЛЬТРАЗВУКОВОЕ ИССЛЕДОВАНИЕ ПОВЕРХНОСТНЫХ СТРУКТУР
7.2.6.1.,5,86,7194,7.2.6.1. Щитовидная железа
7.2.6.3.,5,86,7195,7.2.6.3. Слюнные железы
7.2.6.4.,5,86,7196,7.2.6.4. Периферические лимфоузлы
7.2.6.5.,5,86,7197,""7.2.6.5. МЯГКИХ ТКАНЕЙ ШЕИ
7.2.6.5.1.,5,86,7198,7.2.6.5.1. Мягких тканей
7.2.6.5.2.,5,86,7199,7.2.6.5.2. Слюнных желез
7.2.6.5.3.,5,86,7200,""7.2.6.5.3. Подкожных инфильтратов
7.2.6.6.,5,86,7201,7.2.6.6. Пупочного кольца и связанных с ним структур
7.2.7.,5,86,7202,7.2.7. УЛЬТРАЗВУКОВОЕ ИССЛЕДОВАНИЕ ОРГАНОВ  ГРУДНОЙ КЛЕТКИ:
7.2.7.1.,5,86,7203,7.2.7.1. Средостение (вилочковая железа)
7.2.7.2.,5,86,7204,7.2.7.2. Лимфоузлы средостения
7.2.7.3.,5,86,7205,7.2.7.3. Опухоль средостения
7.2.7.5.,5,86,7206,7.2.7.5. Плевральная полость с одной стороны
7.2.7.6.,5,86,7207,""7.2.7.6. Легкого (ателектаз
7.2.8.,5,86,7208,7.2.8. УЛЬТРАЗВУКОВОЕ ИССЛЕДОВАНИЕ КОСТЕЙ  СКЕЛЕТА И СУСТАВОВ:
7.2.8.1.,5,86,7209,""7.2.8.1. Трубчатых костей (опухоль
7.2.8.2.,5,86,7210,""7.2.8.2. Тазобедренных суставов (травма
7.2.8.3.,5,86,7211,7.2.8.3. Синусоскопия придаточных пазух носа
7.2.9.,5,86,7212,7.2.9. Эхоостеометрия
8.,5,87,7213,8. ЭНДОСКОПИЧЕСКИЕ ИССЛЕДОВАНИЯ
8.1.,5,87,7214,8.1. ЭНДОСКОПИЧЕСКИЕ ДИАГНОСТИЧЕСКИЕ ИССЛЕДОВАНИЯ
8.1.1.,5,87,7215,8.1.1. ВЗРОСЛЫМ
8.1.1.1.,5,87,7216,8.1.1.1. Эзофагоскопия
8.1.1.10.,5,87,7217,8.1.1.10. Эпифаринго-ларингоскопия
8.1.1.11.,5,87,7218,8.1.1.11. ТРАХЕОБРОНХОСКОПИЯ
8.1.1.11.1.,5,87,7219,8.1.1.11.1. Трахеобронхоскопия диагностическая
8.1.1.11.2.,5,87,7220,8.1.1.11.2. Щипковая биопсия(дополн.диагн-кой)
8.1.1.12.,5,87,7221,8.1.1.12. Торакоскопия
8.1.1.13.,5,87,7222,8.1.1.13. Лапароскопия
8.1.1.14.,5,87,7223,8.1.1.14. Цистоскопия
8.1.1.15.,5,87,7224,8.1.1.15. Гистероскопия
8.1.1.16.,5,87,7225,8.1.1.16. Ретроградная холангиопанкриатография
8.1.1.17.,5,87,7226,8.1.1.17. ПСП Папилло-синктеротомия
8.1.1.18.,5,87,7227,8.1.1.18. Бронхоскопия диагностическая на выезде
8.1.1.19.,5,87,7228,8.1.1.19. Эзофагогастроскопия на выезде
8.1.1.2.,5,87,7229,8.1.1.2. Эзофагогастроскопия
8.1.1.20.,5,87,7230,8.1.1.20. Эндосонография желудка и пищевода
8.1.1.21.,5,87,7231,8.1.1.21. Хромоскопия
8.1.1.22.,5,87,7232,8.1.1.22. Флюоресцентная диагностика рака мочевого пузыря
8.1.1.3.,5,87,7233,8.1.1.3. ЭЗОФАГОГАСТРОДУОДЕНОСКОПИЯ
8.1.1.3.1.,5,87,7234,8.1.1.3.1. Эзофагогастродуоденоскопия
8.1.1.3.2.,5,87,7235,8.1.1.3.2. Щипковая биопсия(дополн.к диагност.)
8.1.1.4.,5,87,7236,8.1.1.4. Эзофагогастродуоденоскопия при рет- роградной холангиопанкреатографии
8.1.1.6.,5,87,7237,8.1.1.6. Холедохоскопия
8.1.1.7.,5,87,7238,8.1.1.7. Ректоскопия
8.1.1.8.,5,87,7239,8.1.1.8. Ректосигмоскопия
8.1.1.9.,5,87,7240,8.1.1.9. РЕКТОСИГМОКОЛОНОСКОПИЯ
8.1.1.9.1.,5,87,7241,8.1.1.9.1. Ректосигмоколоноскопия
8.1.1.9.2.,5,87,7242,8.1.1.9.2. Щипковая биопсия( дополн. к диагност.)
8.1.2.,5,87,7243,8.1.2. ДЕТЯМ
8.1.2.1.,5,87,7244,8.1.2.1. Эзофагоскопия
8.1.2.10.,5,87,7245,8.1.2.10. Эпифаринго-ларингоскопия
8.1.2.11.,5,87,7246,8.1.2.11. Трахеобронхоскопия диагностическая
8.1.2.12.,5,87,7247,8.1.2.12. Торакоскопия
8.1.2.13.,5,87,7248,8.1.2.13. Лапароскопия
8.1.2.14.,5,87,7249,8.1.2.14. Цистоскопия
8.1.2.15.,5,87,7250,8.1.2.15. Гистероскопия
8.1.2.2.,5,87,7251,8.1.2.2. Эзофагогастроскопия
8.1.2.3.,5,87,7252,8.1.2.3. Эзофагогастродуоденоскопия
8.1.2.4.,5,87,7253,8.1.2.4. Эзофагогастродуоденоскопия при рет- роградной холангиопанкреатографии
8.1.2.5.,5,87,7254,8.1.2.5. Еюноскопия
8.1.2.7.,5,87,7255,8.1.2.7. Ректоскопия
8.1.2.8.,5,87,7256,8.1.2.8. Ректосигмоскопия
8.1.2.9.,5,87,7257,8.1.2.9. Ректосигмоколоноскопия
8.2.,5,87,7258,8.2. ЭНДОСКОПИЧЕСКИЕ ЛЕЧЕБНЫЕ ИССЛЕДОВАНИЯ
8.2.1.,5,87,7259,8.2.1. ВЗРОСЛЫМ
8.2.1.1.,5,87,7260,8.2.1.1. Эзофагоскопия
8.2.1.10.,5,87,7261,8.2.1.10. Эпифаринго-ларингоскопия
8.2.1.11.,5,87,7262,8.2.1.11. Бронхоскопия(бронхофиброскопия)
8.2.1.12.,5,87,7263,8.2.1.12. Торакоскопия
8.2.1.13.,5,87,7264,8.2.1.13. Лапароскопия
8.2.1.14.,5,87,7265,8.2.1.14. Цистоскопия
8.2.1.15.,5,87,7266,8.2.1.15. ГИСТЕРОСКОПИЯ
8.2.1.15.1.,5,87,7267,8.2.1.15.1. Гистероскопия оперативная
8.2.1.15.2.,5,87,7268,8.2.1.15.2. Полипэктомия
8.2.1.15.3.,5,87,7269,8.2.1.15.3. Фракционное выскабливание
8.2.1.15.4.,5,87,7270,8.2.1.15.4. Кольпоскопия
8.2.1.15.5.,5,87,7271,8.2.1.15.5. Метросальпингография
8.2.1.15.6.,5,87,7272,8.2.1.15.6. Гистероскопия
8.2.1.16.,5,87,7273,8.2.1.16. ГАСТРОСКОПИЯ ОПЕРАТИВНАЯ:
8.2.1.16.1.,5,87,7274,8.2.1.16.1. Механическая обработка краев язвы
8.2.1.16.2.,5,87,7275,8.2.1.16.2. Удаление лигатур через эндоскоп
8.2.1.16.3.,5,87,7276,8.2.1.16.3. Полипэктомия
8.2.1.16.3.1.,5,87,7277,8.2.1.16.3.1. Удаление полипа тонкой кишки эндоскопическое
8.2.1.16.3.2.,5,87,7278,8.2.1.16.3.2. Эндоскопическое электрохирургическое удаление новообразования желудка
8.2.1.16.3.3.,5,87,7279,8.2.1.16.3.3. Видеоэндоскопическое лигирование основания малигнизированного полипа
8.2.1.16.4.,5,87,7280,8.2.1.16.4. Лазеротерапия
8.2.1.17.,5,87,7281,8.2.1.17. Назобилиарное дренирование
8.2.1.18.,5,87,7282,8.2.1.18. Эндоскопическая литотрипсия
8.2.1.18.1.,5,87,7283,8.2.1.18.1. Трансуретральная эндоскопическая уретеролитотрипсия
8.2.1.18.2.,5,87,7284,8.2.1.18.2. Трансуретральная эндоскопическая уретеролитотрипсия лазерная
8.2.1.18.3.,5,87,7285,8.2.1.18.3. Трансуретральная эндоскопическая пиелолитотрипсия с литоэкстракцией
8.2.1.18.4.,5,87,7286,8.2.1.18.4. Трансуретральная эндоскопическая цистолитотрипсия
8.2.1.19.,5,87,7287,8.2.1.19. Эндоскопическое удаление конкрементов гепатикохоледоха
8.2.1.2.,5,87,7288,8.2.1.2. Эзофагогастроскопия
8.2.1.20.,5,87,7289,8.2.1.20. Видеоэндоскопическая петлевая резекция слизистой желудочно-кишечного тракта ( 1 фрагмент)
8.2.1.20.1.,5,87,7290,8.2.1.20.1. Эндоскопическая резекция слизистой толстой кишки ( 1 фрагмент)
8.2.1.20.2.,5,87,7291,8.2.1.20.2. Видеоэндоскопическая колпачковая резекция слизистой желудочно-кишечного тракта ( 1 фрагмент)
8.2.1.20.3.,5,87,7292,8.2.1.20.3. Эндоскопическая резекция слизистой желудка ( 1 фрагмент)
8.2.1.20.4.,5,87,7293,8.2.1.20.4. Эндоскопическая резекция слизистой пищевода ( 1 фрагмент)
8.2.1.20.5.,5,87,7294,8.2.1.20.5. Эндоскопическое электрохирургическое удаление новообразования толстой кишки ( 1 фрагмент)
8.2.1.20.6.,5,87,7295,8.2.1.20.6. Эндоскопическая хирургия при новообразованиях желудка ( 1 фрагмент)
8.2.1.21.,5,87,7296,8.2.1.21. Электрохирургическая реканализация опухоли
8.2.1.22.,5,87,7297,8.2.1.22. Балонная дилятация рубцового стеноза(без стоимости баллона)
8.2.1.22.1.,5,87,7298,8.2.1.22.1. Баллонная дилатация стеноза тонкой кишки
8.2.1.22.2.,5,87,7299,8.2.1.22.2. Баллонная дилатация стенозов толстой кишки
8.2.1.23.,5,87,7300,8.2.1.23. Эндоскопическое бужирование и баллонная дилатация при опухолевом стенозе общего желчного протока под эндоскопическим контролем
8.2.1.23.1.,5,87,7301,8.2.1.23.1. Эндоскопическое бужирование стриктур анастомозов
8.2.1.24.,5,87,7302,8.2.1.24. Эндоскопическая лазерная деструкция опухоли трахеи
8.2.1.24.1.,5,87,7303,8.2.1.24.1. Эндоскопическая лазерная деструкция злокачественных опухолей бронхов
8.2.1.24.10.,5,87,7304,8.2.1.24.10. Эндоскопическая Nd:YAG лазерная коагуляция при новообразованиях толстой кишки
8.2.1.24.11.,5,87,7305,8.2.1.24.11. Аргоноплазменная абляция подслизистых опухолей (очагов метаплазии) пищевода
8.2.1.24.12.,5,87,7306,8.2.1.24.12. Эндоскопическая Nd:YAG лазерная коагуляция при новообразованиях гортани
8.2.1.24.13.,5,87,7307,8.2.1.24.13. Эндоскопическая аргоноплазменная коагуляция при новообразованиях гортани
8.2.1.24.14.,5,87,7308,8.2.1.24.14. Эндоскопическая лазерная хирургия при заболеваниях бронхов
8.2.1.24.15.,5,87,7309,8.2.1.24.15. Эндоскопическое электрохирургическое удаление опухоли бронхов
8.2.1.24.16.,5,87,7310,8.2.1.24.16. Эндоскопическая аргоноплазменная коагуляция опухоли бронхов
8.2.1.24.2.,5,87,7311,8.2.1.24.2. Эндоскопическая лазерная реканализация и устранение дыхательной недостаточности при стенозирующей опухоли трахеи
8.2.1.24.3.,5,87,7312,8.2.1.24.3. Удаление новообразования гортани методом лазерной деструкции
8.2.1.24.4.,5,87,7313,8.2.1.24.4. Удаление новообразования гортани методом аргоноплазменной деструкции
8.2.1.24.5.,5,87,7314,8.2.1.24.5. Эндоскопическая аргоноплазменная коагуляция при новообразованиях пищевода
8.2.1.24.6.,5,87,7315,8.2.1.24.6. Эндоскопическая аргоноплазменная коагуляция при новообразованиях желудка
8.2.1.24.7.,5,87,7316,8.2.1.24.7. Эндоскопическая Nd:YAG лазерная коагуляция при новообразованиях пищевода
8.2.1.24.8.,5,87,7317,8.2.1.24.8. Эндоскопическая Nd:YAG лазерная коагуляция при новообразованиях желудка
8.2.1.24.9.,5,87,7318,8.2.1.24.9. Эндоскопическая аргоноплазменная коагуляция при новообразованиях толстой кишки
8.2.1.25.,5,87,7319,8.2.1.25. Постановка саморасширяющего стента (без стоимости стента)
8.2.1.25.1.,5,87,7320,8.2.1.25.1. Стентирование желчных протоков под видеоэндоскопическим контролем
8.2.1.25.2.,5,87,7321,8.2.1.25.2. Эндоскопическое стентирование главного панкреатического протока
8.2.1.25.3.,5,87,7322,8.2.1.25.3. Эндоскопическое стентирование при опухолевом стенозе
8.2.1.26.,5,87,7323,8.2.1.26. Фотодинамическая терапия
8.2.1.26.1.,5,87,7324,8.2.1.26.1. Фотодинамическая терапия заболеваний органов желудочно-кишечного тракта
8.2.1.26.2.,5,87,7325,8.2.1.26.2. Фотодинамическая терапия заболеваний плевры и брюшины
8.2.1.26.3.,5,87,7326,8.2.1.26.3. Фотодинамическая терапия рака мочевого пузыря
8.2.1.26.4.,5,87,7327,8.2.1.26.4. Флюоресцентная диагностика и фотодинамическая терапия заболеваний шейки матки
8.2.1.27.,5,87,7328,8.2.1.27. ФЛЮОРЕСЦЕНТНОЕ СПЕКТРОСКОПИЧЕСКОЕ ИССЛЕДОВАНИЕ ДЛЯ ОПРЕДЕЛЕНИЯ РАСПРОСТРАНЕННОСТИ ОПУХОЛЕВОГО РОСТА
8.2.1.27.1.,5,87,7329,8.2.1.27.1. Флюоресцентное спектроскопическое исследование для определения распространенности опухолевого роста
8.2.1.27.2.,5,87,7330,8.2.1.27.2. Флюоресцентное спектроскопическое исследование для определения распространенности опухолевого роста для опухолей наружных локализаций
8.2.1.3.,5,87,7331,8.2.1.3. Эзофагогастродуоденоскопия
8.2.1.4.,5,87,7332,8.2.1.4. Эзофагогастродуоденоскопия при рет- роградной холангиопанкреатографии
8.2.1.6.,5,87,7333,8.2.1.6. Холедохоскопия
8.2.1.7.,5,87,7334,8.2.1.7. Ректоскопия
8.2.1.8.,5,87,7335,8.2.1.8. РЕКТОСИГМОСКОПИЯ
8.2.1.8.1.,5,87,7336,8.2.1.8.1. Ректосигмоскопия
8.2.1.8.2.,5,87,7337,8.2.1.8.2. Полипэктомия
8.2.1.8.3.,5,87,7338,8.2.1.8.3. Лазеротерапия
8.2.1.9.,5,87,7339,8.2.1.9. РЕКТОСИГМОКОЛОНОСКОПИЯ
8.2.1.9.1.,5,87,7340,8.2.1.9.1. Ректосигмоколоноскопия
8.2.1.9.2.,5,87,7341,8.2.1.9.2. Удаление полипа толстой кишки эндоскопическое
8.2.1.9.2.1.,5,87,7342,8.2.1.9.2.1. Эндоскопическое удаление ворсинчатых опухолей толстой кишки
8.2.1.9.2.2.,5,87,7343,8.2.1.9.2.2. Видеоэндоскопическое лигирование основания малигнизированного полипа
8.2.1.9.3.,5,87,7344,8.2.1.9.3. Лазеротерапия
8.2.2.,5,87,7345,8.2.2. ДЕТЯМ
8.2.2.1.,5,87,7346,8.2.2.1. Эзофагоскопия
8.2.2.10.,5,87,7347,8.2.2.10. Эпифаринго-ларингоскопия
8.2.2.11.,5,87,7348,8.2.2.11. Бронхоскопия(бронхофиброскопия)
8.2.2.12.,5,87,7349,8.2.2.12. Торакоскопия
8.2.2.13.,5,87,7350,8.2.2.13. Лапароскопия
8.2.2.14.,5,87,7351,8.2.2.14. Цистоскопия
8.2.2.15.,5,87,7352,8.2.2.15. Гистероскопия
8.2.2.16.,5,87,7353,8.2.2.16. ГАСТРОСКОПИЯ ОПЕРАТИВНАЯ
8.2.2.16.1.,5,87,7354,8.2.2.16.1. Механическая обработка краев язвы
8.2.2.16.2.,5,87,7355,8.2.2.16.2. Удаление лигатур
8.2.2.2.,5,87,7356,8.2.2.2. Эзофагогастроскопия
8.2.2.3.,5,87,7357,8.2.2.3. Эзофагогастродуоденоскопия
8.2.2.4.,5,87,7358,8.2.2.4. Эзофагогастродуоденоскопия при рет- роградной холангиопанкреатографии
8.2.2.5.,5,87,7359,8.2.2.5. Еюноскопия
8.2.2.7.,5,87,7360,8.2.2.7. Ректоскопия
8.2.2.8.,5,87,7361,8.2.2.8. РЕКТОСИГМОСКОПИЯ
8.2.2.8.1.,5,87,7362,8.2.2.8.1. Ректосигмоскопия
8.2.2.8.2.,5,87,7363,8.2.2.8.2. Полипэктомия
8.2.2.8.3.,5,87,7364,8.2.2.8.3. Лазеротерапия
8.2.2.9.,5,87,7365,8.2.2.9. РЕКТОСИГМОКОЛОНОСКОПИЯ
8.2.2.9.1.,5,87,7366,8.2.2.9.1. Ректосигмоколоноскопия
8.2.2.9.2.,5,87,7367,8.2.2.9.2. Полипэктомия
8.2.2.9.3.,5,87,7368,8.2.2.9.3. Лазеротерапия
810022,4,5,7369,""Комплексная и высокодозная химиотерапия (включая эпигеномную терапию) острых лейкозов
810080,4,5,7370,""Эндоваскулярная
810087,4,5,7371,Мониторинг и периодическая реабилитация детей с хронической сердечной недостаточностью с имплантированными желудочковыми вспомогательными системами кровообращения длительного использования с проверкой функционирования и заменой внешних элементов
810089,4,5,7372,""Поликомпонентное иммуносупрессивное лечение локальных и распространенных форм системного склероза Поликомпонентное лечение болезни Вильсона
810090,4,5,7373,""Поликомпонентное лечение наследственных нефритов
810091,4,5,7374,""Поликомпонентное лечение кардиомиопатий
810092,4,5,7375,Поликомпонентное лечение тяжелых форм аутоиммунного и врожденных моногенных форм сахарного диабета и гиперинсулинизма с использованием систем суточного мониторирования глюкозы и помповых дозаторов инсулина
810093,4,5,7376,Поликомпонентное лечение юношеского артрита с инициацией или заменой генно-инженерных биологических лекарственных препаратов или селективных иммунодепрессантов
810094,4,5,7377,""Поликомпонентное лечение врожденных аномалий (пороков развития) трахеи
810095,4,5,7378,""Поликомпонентное лечение болезни Крона
810096,4,5,7379,""Поликомпонентное лечение рассеянного склероза
810101,4,5,7380,""Поликомпонентная терапия синдрома дыхательных расстройств
810119,4,5,7381,""Выхаживание новорожденных с массой тела до 1000 г
810122,4,5,7382,""Реконструктивно-пластические операции на грудной клетке при пороках развития у новорожденных (пороки легких
820015,4,6,7383,""Комплексное лечение больных тяжелыми распространенными формами псориаза
820020,4,6,7384,""Комплексная и высокодозная химиотерапия острых лейкозов
820025,4,6,7385,""Видеоэндоскопические внутриполостные и видеоэндоскопические внутрипросветные хирургические вмешательства
820027,4,6,7386,""Высокоинтенсивная фокусированная ультразвуковая терапия (HIFU) при злокачественных новообразованиях
820028,4,6,7387,Дистанционная лучевая терапия в радиотерапевтических отделениях при злокачественных новообразованиях
820030,4,6,7388,""Терапевтическое лечение сахарного диабета и его сосудистых осложнений (нефропатии
820031,4,6,7389,Комплексное лечение тяжелых форм АКТГ-синдрома
820037,4,6,7390,""Комплексное лечение
820038,4,6,7391,""Интенсивная терапия
820060,4,6,7392,""Комплексное хирургическое лечение глаукомы
820061,4,6,7393,""Реконструктивное
820062,4,6,7394,""Комплексное лечение болезней роговицы
820063,4,6,7395,""Реконструктивно-пластические и оптико-реконструктивные операции при травмах (открытых
820068,4,6,7396,Реконструктивные операции на звукопроводящем аппарате среднего уха
820071,4,6,7397,""Реконструктивно-пластическое восстановление функции гортани и трахеи Хирургические вмешательства на околоносовых пазухах
820072,4,6,7398,""Хирургическое лечение доброкачественных новообразований среднего уха
820075,4,6,7399,""Поликомпонентная иммуномодулирующая терапия с включением генно-инженерных биологических лекарственных препаратов
820080,4,6,7400,""Эндоваскулярная
820081,4,6,7401,Коронарная реваскуляризация миокарда с применением аортокоронарного шунтирования при ишемической болезни и различных формах сочетанной патологии
820086,4,6,7402,Хирургическое лечение хронической сердечной недостаточности
820087,4,6,7403,Мониторинг после имплантирования желудочковой вспомогательной системы длительного использования у взрослых
820088,4,6,7404,Эндоваскулярная деструкция дополнительных проводящих путей и аритмогенных зон сердца
820089,4,6,7405,""Поликомпонентное лечение при язвенном колите и болезни Крона 3 и 4 степени активности
820096,4,6,7406,""Оперативные вмешательства на органах мочеполовой системы с использованием лапароскопической техники Реконструктивно-пластические операции на органах мочеполовой системы
820098,4,6,7407,Оперативные вмешательства на органах мочеполовой системы с имплантацией синтетических сложных и сетчатых протезов
820110,4,6,7408,""Хирургическое органосохраняющее лечение женщин с несостоятельностью мышц тазового дна
820113,4,6,7409,""Хирургическое органосохраняющее лечение распространенных форм гигантских опухолей гениталий
820114,4,6,7410,""Неинвазивное и малоинвазивное хирургическое органосохраняющее лечение миомы матки
820115,4,6,7411,""Хирургическое органосохраняющее лечение инфильтративного эндометриоза при поражении крестцово-маточных связок
820135,4,6,7412,""Микрохирургические
820137,4,6,7413,Хирургическое лечение новообразований надпочечников и забрюшинного пространства
820151,4,6,7414,""Замена нейростимуляторов и помп на постоянных источниках тока для нейростимуляции головного и спинного мозга
820152,4,6,7415,""Микрохирургические вмешательства с использованием операционного микроскопа
820153,4,6,7416,Внутрисосудистый тромболизис при окклюзиях церебральных артерий и синусов
820154,4,6,7417,""Микрохирургические и эндоскопические вмешательства при поражениях межпозвоночных дисков шейных и грудных отделов с миелопатией
820155,4,6,7418,""Микрохирургические
820156,4,6,7419,Хирургические вмешательства при врожденной или приобретенной гидроцефалии окклюзионного или сообщающегося характера или приобретенных церебральных кистах. Повторные ликворошунтирующие операции при осложненном течении заболевания у взрослых
820157,4,6,7420,Хирургические вмешательства при врожденной или приобретенной гидроцефалии окклюзионного или сообщающегося характера или приобретенных церебральных кистах. Повторные ликворошунтирующие операции при осложненном течении заболевания у детей
820158,4,6,7421,Видеоторакоскопические операции на органах грудной полости Эндоскопические и эндоваскулярные операции на органах грудной полости
820159,4,6,7422,Расширенные и реконструктивно-пластические операции на органах грудной полости
820165,4,6,7423,""Эндопротезирование коленных суставов при выраженных деформациях
820166,4,6,7424,""Пластика крупных суставов конечностей с восстановлением целостности внутрисуставных образований
820170,4,6,7425,""Реконструктивные и корригирующие операции при сколиотических деформациях позвоночника 3 - 4 степени с применением имплантатов
820180,4,6,7426,""Реконструктивно-пластические операции по устранению обширных дефектов и деформаций мягких тканей
821028,4,6,7427,Дистанционная лучевая терапия в радиотерапевтических отделениях при злокачественных новообразованиях
821080,4,6,7428,""Эндоваскулярная
821081,4,6,7429,Коронарная реваскуляризация миокарда с применением ангиопластики в сочетании со стентированием при ишемической болезни сердца
821083,4,6,7430,Коронарная реваскуляризация миокарда с применением ангиопластики в сочетании со стентированием при ишемической болезни сердца
821084,4,6,7431,Коронарная реваскуляризация миокарда с применением ангиопластики в сочетании со стентированием при ишемической болезни сердца с установкой 1 стента
821085,4,6,7432,Коронарная ангиопластика со стентированием в сочетании с применением внутрисосудистой визуализации и (или) оценки гемодинамической значимости стеноза по данным физиологической оценки коронарного кровотока (1 стент)
821086,4,6,7433,Хирургическая коррекция поражений клапанов сердца при повторном многоклапанном протезировании
821088,4,6,7434,""Эндоваскулярная
821098,4,6,7435,Оперативные вмешательства на органах мочеполовой системы с имплантацией синтетических сложных и сетчатых протезов
821135,4,6,7436,""Микрохирургические
821165,4,6,7437,""Эндопротезирование суставов конечностей при выраженных деформациях
821166,4,6,7438,Реконструктивные и декомпрессивные операции при травмах и заболеваниях позвоночника с применением погружных и наружных фиксирующих устройств
821170,4,6,7439,""Реконструктивные и декомпрессивные операции при травмах и заболеваниях позвоночника с резекцией позвонков
821178,4,6,7440,""Комплексное лечение больных с обширными ожогами от 30 до 49 процентов поверхности тела различной локализации
821179,4,6,7441,""Комплексное лечение больных с обширными ожогами более 50 процентов поверхности тела различной локализации
822028,4,6,7442,Дистанционная лучевая терапия в радиотерапевтических отделениях при злокачественных новообразованиях
822080,4,6,7443,Эндоваскулярная тромбэкстракция при остром ишемическом инсульте
822081,4,6,7444,Коронарная реваскуляризация миокарда с применением ангиопластики в сочетании со стентированием при ишемической болезни сердца
822083,4,6,7445,Коронарная реваскуляризация миокарда с применением ангиопластики в сочетании со стентированием при ишемической болезни сердца
822084,4,6,7446,Коронарная реваскуляризация миокарда с применением ангиопластики в сочетании со стентированием при ишемической болезни сердца с установкой 2 стентов
822085,4,6,7447,Коронарная ангиопластика со стентированием в сочетании с применением внутрисосудистой визуализации и (или) оценки гемодинамической значимости стеноза по данным физиологической оценки коронарного кровотока (2 стента)
822086,4,6,7448,Трансвенозная экстракция эндокардиальных электродов у пациентов с имплантируемыми устройствами
822088,4,6,7449,""Хирургическое лечение врожденных
822135,4,6,7450,""Реконструктивно-пластические операции на поджелудочной железе
822165,4,6,7451,Реэндопротезирование суставов конечностей
822166,4,6,7452,""Реконструктивные и декомпрессивные операции при травмах и заболеваниях позвоночника с резекцией позвонков
823081,4,6,7453,Коронарная реваскуляризация миокарда с применением ангиопластики в сочетании со стентированием при ишемической болезни сердца
823083,4,6,7454,Коронарная реваскуляризация миокарда с применением ангиопластики в сочетании со стентированием при ишемической болезни сердца
823084,4,6,7455,Коронарная реваскуляризация миокарда с применением ангиопластики в сочетании со стентированием при ишемической болезни сердца с установкой 3 стентов
823085,4,6,7456,Коронарная ангиопластика со стентированием в сочетании с применением внутрисосудистой визуализации и (или) оценки гемодинамической значимости стеноза по данным физиологической оценки коронарного кровотока (3 стента)
823086,4,6,7457,Гибридные операции при многоуровневом поражении магистральных артерий и артерий нижних конечностей у больных сахарным диабетом
823166,4,6,7458,""Реплантация конечностей и их сегментов с применением микрохирургической техники Микрохирургическая пересадка комплексов тканей с восстановлением их кровоснабжения Реконструктивно-пластические операции на костях таза
824023,4,6,7459,Коронарная реваскуляризация миокарда с применением ангиопластики в сочетании со стентированием при ишемической болезни сердца
824083,4,6,7460,Коронарная реваскуляризация миокарда с применением ангиопластики в сочетании со стентированием при ишемической болезни сердца
824085,4,6,7461,Коронарные ангиопластика или стентирование в сочетании с внутрисосудистой ротационной атерэктомией при ишемической болезни сердца
824166,4,6,7462,""Пластика крупных суставов конечностей с восстановлением целостности внутрисуставных образований
825023,4,6,7463,Коронарные ангиопластика или стентирование в сочетании с внутрисосудистой визуализацией (внутрисосудистый ультразвук или оптико-когерентная томография) и/или в сочетании с оценкой гемодинамической значимости стеноза по данным физиологической оценки корон
9.,5,88,7464,9. РЕНТГЕНОЛОГИЧЕСКИЕ ИССЛЕДОВАНИЯ
